employee;timestamp;amount
b7aa9d2d-777e-4064-b1d0-ecce676e5e01;1481792400000;5426
c505a7e7-232b-4ce3-a920-fe56a27e4f57;1481792400000;7638
b1572936-c1cc-4bed-b4b9-ec87db8d038b;1481792400000;4900
0ccd4b80-6cf9-4f68-9f12-c7bd6ca155f3;1481792400000;4646
4f605c0a-55eb-43e8-9b9c-104e2b9f846d;1481792400000;6855
6f3b4295-cc01-4f52-950b-fe2e40deac44;1481792400000;7246
66cb0c72-e8af-4bb8-9e3f-bc7ba4f64a0c;1481792400000;7086
14b964bd-ca30-44c9-9069-3f99dda1386f;1481792400000;5598
7021ea93-6d3c-4297-855c-44fd12ccdae7;1481792400000;3904
0410a868-865f-4503-a375-726822e400cc;1481792400000;5056
1faa4b04-0ff2-4ff7-9610-8c5d5d49d991;1481792400000;7203
e582ad8d-4b88-4087-b12c-5b55ff988de7;1481792400000;7588
5bc334a5-0701-4615-b924-7a3e54c23b88;1481792400000;3794
fd243cb7-f2af-4169-943b-de26ba17b6cb;1481792400000;4315
5ab20b98-a6cb-4b39-9cec-ada7205039e1;1481792400000;4412
2f4fccba-ece6-4b56-802f-6fc5d970f2f6;1481792400000;6898
df16dd71-93a3-4288-b5d1-6d79c56ad145;1481792400000;6767
0971cfde-d519-4fd8-99c8-a6eecea8d4eb;1481792400000;7237
114dacba-ffbf-4ee8-b780-034da5247222;1481792400000;7700
8aba3c69-9a90-4a9f-82af-c56d3f4655c2;1481792400000;3602
e1c30aa6-77e1-4730-81af-3e1556e036f8;1481792400000;4019
f0f088c1-c3f2-42c7-9b15-78f6e94e64c0;1481792400000;7774
3a5284b9-95f3-4edc-bc4a-8af1402e225a;1481792400000;7954
e57a756a-caf2-49d3-bae4-c97fcdf3ae5a;1481792400000;6729
255b248d-4f9a-43e4-a8c0-966f9fdf788f;1481792400000;7346
f608018b-7200-4e00-bf06-b951854e485d;1481792400000;6409
e5fe395f-f31d-469f-a8b5-2afac03f86ad;1481792400000;4145
ff5ace2b-b131-4cf1-a2d3-e0aae4f1adaa;1481792400000;7338
1b97c677-7f84-4e61-8d06-3c02939c8493;1481792400000;6013
f1acd0b4-b64f-4585-9b35-9f31c0869c35;1481792400000;7331
27e6f0a4-fcc4-4a00-a3a7-cd15bc103419;1481792400000;6414
5a843a92-fafc-4ae2-bfa5-3be14aac1662;1481792400000;4258
4fb2df79-b1aa-4213-83fb-5b45c5cfc171;1481792400000;4589
304f3f10-7f87-4c29-a78a-1709b8846a0e;1481792400000;6823
a069ead2-46a9-4947-9cde-07aba0df1904;1481792400000;6614
277c0ab9-6d0d-4cbd-b2cd-9106989589e2;1481792400000;3570
dcf7b4b6-1dc8-4406-9e3b-f68aa132d541;1481792400000;7960
af1e5a62-4400-4032-aae1-fc605f676f20;1481792400000;5007
13406a4c-4946-4075-9e52-8ead567c4e1e;1481792400000;4309
d1a52a70-05ab-4e79-9825-c3a4e6e664c1;1481792400000;7660
22c1c855-a381-4efd-8ff6-4d13c1cb79d2;1481792400000;5146
6e3997d1-496b-4f23-bc36-292867bb3354;1481792400000;5383
7b375405-f1f7-40ac-90e0-f532ccfc6b35;1481792400000;4023
24fbacf8-3d71-4e38-8832-8f33cbc20b7b;1481792400000;5338
007ec92a-cab0-4765-b6c4-5c420b634bf7;1481792400000;4351
c11951b6-114e-410e-8b8f-31064ec85fe4;1481792400000;4425
36fb5244-71d6-4b1b-9e0b-1743ac091afb;1481792400000;5955
d91bafe6-2323-41d5-a3ff-03b7ee382742;1481792400000;4973
66d08d37-4f7b-4432-9c21-5998b8bb8dd2;1481792400000;6768
d0ed19d4-d770-4ca9-b237-bef62a9c22bf;1481792400000;6226
0e0b9b5b-87bc-4add-9163-c7d8436dce09;1481792400000;6117
db0721f3-1825-4325-a6ef-7a4d18ebafa0;1481792400000;4578
1eaf6b4c-31d6-42df-b63c-dbacc0d76451;1481792400000;5062
355cf08c-b379-4b98-8a1d-3fd536dca9ad;1481792400000;6399
fc1da77b-52df-4a5f-bbad-efb94531a1ed;1481792400000;5863
3b4f10e8-f19a-4661-9b54-a09102d4966a;1481792400000;7120
021df61c-456c-4673-9e7d-9c25ce749c60;1481792400000;5883
80c06af5-67d9-46de-b68f-f0aa6af02438;1481792400000;5018
f021f5de-89d5-4dcf-b37e-76febb642c5c;1481792400000;5414
212d68c9-400b-498a-a8ba-ffa8f66babd9;1481792400000;3789
9cfef4b8-a788-4f0d-93f1-37c3929a71c9;1481792400000;3440
e41306b0-7c6a-4630-8efa-1a30570e116d;1481792400000;5019
9dddaa26-2110-4afc-8c92-1ab7e8676bbd;1481792400000;7527
254e5500-e79e-4017-9312-c267a8b9d869;1481792400000;5471
f7bd1a84-028d-49be-bb54-a824fc48408e;1481792400000;7164
699e64bd-1af4-4d09-900e-6d4fa1562aa9;1481792400000;6085
adbbe01c-b0d2-45ff-b3c7-0da22d31e31d;1481792400000;3383
cbe98bce-bd0f-4311-a06f-bcecb2ae08ce;1481792400000;6606
b83a964e-763b-4724-a530-6c38348c4e5b;1481792400000;6347
9f9e1b41-45ea-42c8-acd1-ce135477a7ad;1481792400000;7816
a41db989-5752-4b6f-b742-2de81933130d;1481792400000;6676
c9e4713a-5a2b-4e4a-93fe-0003814833bd;1481792400000;4881
a842a8f2-b780-4584-9d89-7ed13ec50881;1481792400000;3184
154aa59e-75d1-4709-9b37-3c9e4c41b888;1481792400000;4762
e325b88e-5d0b-46c5-8b43-f015ac2eb5fd;1481792400000;5515
ac380bed-8bb6-4bc5-bd79-b49a1cae84db;1481792400000;5824
2fd29ff4-ab58-470a-ad09-5b4b8a9922ba;1481792400000;3920
ac0ecc8b-5242-457c-af51-c4ce84a57d3e;1481792400000;5591
c968fa5e-266d-4345-aa95-d897bc700ac2;1481792400000;6760
8b8914ea-e542-4f0e-9e13-4eafaffb6592;1481792400000;6546
63039f16-cf1b-47c6-bc28-0c34f6a95521;1481792400000;4247
db3547a8-1654-4cbf-b6ed-f419b45f120f;1481792400000;4491
c25894c5-83c1-4080-a5fa-b6d56f1b01d0;1481792400000;6545
88bca700-e10a-4e06-b093-b20e79b4812a;1481792400000;3574
78793abb-d079-4e89-9aea-6ab57393a887;1481792400000;3748
b0b4d687-247c-47a9-9f82-3c01bebb3698;1481792400000;3981
657305fa-09ea-4274-8cf5-a74b9437f9d2;1481792400000;4416
c6faa642-6c07-4372-a8eb-a94f22e17384;1481792400000;5172
9f200cb7-7725-451f-a73d-67577172c64f;1481792400000;7306
ed74b78e-1ea3-4159-96d5-4b56c55ed308;1481792400000;3703
b4f912e0-4ea9-435f-bd8b-4573499192de;1481792400000;5908
ca1ddf01-5217-4321-a92a-c53ca02f5486;1481792400000;5285
73f4e69d-75f2-4ce3-adff-8ae3b9411c16;1481792400000;5186
8e5e4e28-8c15-4315-8118-6dec0f1eba36;1481792400000;4622
3431b3f9-7333-4dcf-a9a5-53e1f9aa6b4f;1481792400000;6054
b83d228c-3252-4173-87fd-ac0894550798;1481792400000;4358
1359fb46-2cf8-4c5f-9606-266cafa2d9dc;1481792400000;3219
21796dc0-35e7-49e6-a1e5-81664ce53160;1481792400000;3656
0ba802c2-3b22-4827-8b49-3d27b1d2120f;1481792400000;6721
e5a2ce48-feca-4b9c-bc1e-4a75a0c710c5;1481792400000;5217
87de6a96-f755-4086-90ed-1b9ec843a120;1481792400000;7073
a0d11415-2acb-43f2-b627-527b79b4636b;1481792400000;5867
0cf62353-b3b1-4f53-aeb0-b26740b4e841;1481792400000;5093
05bf481d-c06a-4180-9ef9-cc637bfe7bc0;1481792400000;6502
a8f63a03-cdaa-41fd-9911-e2e428982eae;1481792400000;3673
6b01ba7f-906e-4418-813c-959b15da1b8c;1481792400000;5249
24aa0b19-342f-4a40-8101-4bebed63c93d;1481792400000;6200
54d59ccb-f2a3-46b9-b839-a4064f277099;1481792400000;4068
b2203d32-6265-45d2-b6ff-439693f728c9;1481792400000;5031
63859588-8eaa-44c4-92c6-b08157c5567c;1481792400000;4696
d2d014e0-07e4-476f-974a-81fb3bee9430;1481792400000;3092
b873c504-9032-410b-8873-6f5e83204dcb;1481792400000;6410
f01bdf52-4012-4f47-b2ac-38c7fb4ca908;1481792400000;6858
604c9f21-9abc-44c6-a200-ff5932745607;1481792400000;6835
aa86d1c6-e605-4132-8a2b-565306b39403;1481792400000;6863
eff1c8cb-9ec5-405b-bc69-30e41f8f8c6a;1481792400000;5397
de0fb0b1-e136-4c4b-8a04-8b6f525808d5;1481792400000;7565
a5140f42-5bc0-4898-9cc4-76040a1bc542;1481792400000;6770
7eb41dfd-8650-4647-a51e-dcfbf53b121e;1481792400000;3093
77af4547-5d42-4c7c-a0ae-0ae7272c78b8;1481792400000;3676
b6eb3d94-be79-43f5-81c7-279e1033bcc1;1481792400000;3379
64c98eef-e9ee-45b5-a0d4-96c7143e6eca;1481792400000;4309
2b94961c-3eea-4fbf-a9b4-fcb62772aee3;1481792400000;4475
ddf0bba5-38bf-4cb9-8ffb-ef99392df45a;1481792400000;3523
40d76c79-247d-4bf6-bf2f-0072a1ec547e;1481792400000;7510
83b27fee-fd3c-4b0e-909d-e87952a0060f;1481792400000;7049
3aba1a41-91d1-4a7b-99ca-194020b22e03;1481792400000;3276
4303c017-f19d-4cff-8004-fed725ef03dd;1481792400000;6833
dca42640-f916-4e4e-9bfc-b238e88c5194;1481792400000;6061
4b7f2407-4b2d-4f5a-b9f3-8f1ff141f4e4;1481792400000;7541
0e784b19-b05d-428e-83e2-ff2cc7e5350c;1481792400000;3096
1cccdb45-854a-4138-8d52-90772189cd98;1481792400000;7711
ff15f17e-0d02-40c4-92a5-7c32324065b1;1481792400000;5879
060d12cd-dab7-4325-a7f0-ab78d8ba54a2;1481792400000;5430
592d506f-1f0f-4246-956d-503b74d933ba;1481792400000;3482
b942f459-c218-411b-be55-1a19907eacab;1481792400000;3393
edf20f1c-48d4-4cbc-812b-d504ad9bdda7;1481792400000;6186
f420dabd-ed5b-4bab-ac40-4ba7af5f06a1;1481792400000;5947
9d20c791-de6f-4157-b0b6-090ad4d90e17;1481792400000;4998
4eb72325-e6bc-4e0b-b1d6-78c7c2c881bb;1481792400000;4082
20beb2be-fb31-4788-9030-11d8afc5beb0;1481792400000;6175
0bd41942-23b2-437c-984c-68e08c230c0e;1481792400000;5411
430a82f6-d80b-4904-bba5-471843ac3f0c;1481792400000;6546
0082f9e5-10ab-455d-b9e1-ec81dc445514;1481792400000;3286
d2f89fbc-0248-4317-b299-7095cca38bc4;1481792400000;7391
d283316a-1d97-453e-941e-8f2ad58a1453;1481792400000;6485
f0cd0ad2-e067-49fd-9877-3e6a48a17e1c;1481792400000;6300
93320d30-3512-41b5-bc66-fd0c09c77c6e;1481792400000;4039
84bae39d-28db-4fdb-9d30-4d8f004e3593;1481792400000;7249
4008d266-153f-4845-b13f-18bb1b48aa20;1481792400000;4832
9acfc969-91d9-4a66-9340-e7314d126c8c;1481792400000;5112
5f9512aa-eb5b-47d6-b9f3-1deca24a4a92;1481792400000;3570
614791fd-02ed-46b1-8483-9169d3989472;1481792400000;5060
9b13b504-c1ab-44be-b3ac-1d9d6097d85c;1481792400000;5640
80ae3273-6860-4097-a448-bf1df7f2d94b;1481792400000;7431
be2cf78c-dec6-4254-bfb0-fdf6b8e30f44;1481792400000;7006
776c36a9-4657-472b-a804-b0aa63e0bb78;1481792400000;7136
18a340fe-5bb5-4872-9ffb-d093cb87ffe7;1481792400000;5019
c3438b01-49cf-43ec-8994-5daf3dcec641;1481792400000;4052
851c713e-f6b8-4924-95fa-a6c1cdb2b536;1481792400000;5338
654be664-7026-4382-ab8d-eef0140de515;1481792400000;4240
ce14eabe-b743-44d4-8efb-88cd3461d927;1481792400000;3603
63c42298-8a74-4b8c-b376-e2c7bd87ac9d;1481792400000;6711
fe734380-f163-46f0-84fa-d1af9907465e;1481792400000;6395
72390795-b501-4be6-9530-6869f375e330;1481792400000;6643
1f8d96f3-580b-44f3-9fcb-dc4a9121b931;1481792400000;4988
ba1aa5c9-7673-426b-b6b8-71f609d67ef7;1481792400000;5479
dc98b7ce-2bbb-480f-a341-f0b4e130d3d1;1481792400000;4538
cfb63280-826b-4462-88c3-a4d41b0a58fd;1481792400000;4206
1b641d17-b864-41e3-82b6-5a6eb1787020;1481792400000;6422
ce71bbfc-8226-4ba2-82a9-3dfee6d9ea8c;1481792400000;3421
2908bcd5-38f1-4310-bbe9-e4f2c5fc0f72;1481792400000;3115
01598202-e212-476c-aaec-85d63efffc5a;1481792400000;7453
2eed5991-0255-4bbe-9da6-f6473731d562;1481792400000;3767
2c8f911a-afe4-4519-8728-d2d9834f1b19;1481792400000;3754
4fc786fc-420b-46e8-8878-dcebe514ba56;1481792400000;5203
dc6c9e77-3dff-4176-a8e8-62c94072eb9b;1481792400000;4968
1aab545b-baef-458f-91e8-8638ab383e64;1481792400000;5109
d29b30c3-790d-45ae-b504-2304495a25bf;1481792400000;6649
41b84f28-439a-4549-a536-b45d238a8870;1481792400000;6600
8f036fa7-25ad-434e-84d9-7e64c841340a;1481792400000;5941
29a60695-a62f-4202-957a-5061fc819bc7;1481792400000;7539
17e3d05d-7faf-4284-83c5-972529e75b2d;1481792400000;3306
8ec708fc-462f-4be4-97f9-3b58cb32148c;1481792400000;5435
9a3f114b-c772-41fe-9d1e-d8e218b6c55f;1481792400000;4004
e84e46c5-f785-4654-9a38-22db6c84f808;1481792400000;7625
faefd886-590f-4be1-b6ed-aca1095ac84e;1481792400000;3641
1022b572-aa2a-4a43-823a-1bda67d20ab9;1481792400000;5027
2e0919c0-89b7-4906-9bf8-a3223637fee1;1481792400000;4925
476322b7-5145-4f3a-9138-83677c71d1f7;1481792400000;7155
a10f20a2-d8ea-42d4-b74c-e8b401662c67;1481792400000;6628
1ad64c61-3ba7-45bb-b7a3-136e75851969;1481792400000;7397
68dc2b4e-d5ab-4497-af44-ed4b5ec01657;1481792400000;7993
a548ba19-86bd-4cab-a167-75c1bb739b16;1481792400000;7211
0fc0f50d-744a-48db-a2e6-444dd7bd436c;1481792400000;5542
d38e7798-3291-4630-83b0-6c0ade891320;1481792400000;7884
677448e6-e54e-46a6-bfb8-006d33a83254;1481792400000;6474
07840502-36b1-4aba-b8e5-e81d8f73b605;1481792400000;7513
b2380567-87e9-4e31-8d79-3ee59b000c84;1481792400000;7695
96ce303f-7b42-4de1-bf02-484b25ca4268;1481792400000;7695
bc51ad9b-0ef8-4cae-97fb-fb1c82eeac08;1481792400000;3800
c540a466-4f1f-4818-93a3-4a87f05ee047;1481792400000;3397
be808297-e5c7-4cf2-a5c8-6b6a7b67e0c1;1481792400000;5143
69bce551-131a-4eb7-8904-a4d099db38b1;1481792400000;4768
88fcfef7-b66d-4819-b463-9f524921b7b7;1481792400000;4783
9ba49d53-80ea-4ca9-9295-d4501501d4a2;1481792400000;6376
ce4a65fe-8657-4a09-9435-89da0682f9a8;1481792400000;4100
9ca67496-540b-49c0-a3af-8b4377139e98;1481792400000;3252
7ec2c0de-358d-4683-ae4a-dea0d9bbc2ee;1481792400000;5519
62ab02d0-0ae3-4163-83f3-7943b4b8bc92;1481792400000;6756
69471f97-c824-4cf2-afbb-ae8e31511368;1481792400000;6720
c9df98ea-cf1d-47ae-b853-d1d281690a01;1481792400000;5568
9c5ef6b0-1d20-4485-aa77-cfb906a52db1;1481792400000;6052
51ea6764-c71a-472d-89bb-943ffea3c3fb;1481792400000;5154
8d9a9a94-b34d-45f9-a425-df0240c264de;1481792400000;6249
4aac694d-af5f-4da6-a6cf-8bee2d5d744e;1481792400000;6611
83caf05e-c149-4325-b619-edaf659434b0;1481792400000;5829
de4255fd-aef6-4539-a7ee-17e62162ebe4;1481792400000;7546
049fd698-4f88-420d-99b0-58b174efd80d;1481792400000;5571
3c4646aa-48ce-44cb-927d-71b5a86448dd;1481792400000;3263
9c3b1fb9-4547-41ed-8f16-af3176f556c9;1481792400000;4308
5d2ca46d-712e-4cbd-a177-d00e86f1c784;1481792400000;6971
ff354983-cfb3-4b78-947e-b784cce234c8;1481792400000;4757
440a1ba0-1912-4ba1-b43c-b0c8d2efe4c7;1481792400000;6087
fe4bd624-0151-4599-b39f-5940ea55704e;1481792400000;6339
ca51873d-1226-478d-a1f3-eb7839aba115;1481792400000;4974
7f54c77c-5a40-4e2b-9f9b-89851d373786;1481792400000;7758
285e63ae-c3fd-48bb-8d67-06a4e4e4e91c;1481792400000;7293
f3a62cf1-480d-40d9-b0b2-a7a517b8a5d9;1481792400000;6577
2b725469-cdf0-4163-9c10-b258201833c7;1481792400000;5728
d10eea10-9b3a-4776-8475-f085657e7b67;1481792400000;6917
6c0ebe56-83e0-4f66-aee6-5d50add26f0e;1481792400000;4032
53733614-20b8-4920-91e8-86a9ddaf82f2;1481792400000;7049
7f7bcece-97b6-4e37-8c37-4e29a0a7b6e1;1481792400000;5845
610c8d92-1ec1-421c-968b-0e1c49664ced;1481792400000;7394
4c55baff-8299-4844-aa82-8854f4899996;1481792400000;5393
1e79f809-6733-4c46-8910-1c5a4283fb98;1481792400000;4059
e3b94b21-3bc0-4c55-afd5-ddf4b8ae60ab;1481792400000;4105
6a957bf9-7fac-41fa-abeb-1d23708550ac;1481792400000;5560
3b501756-d1ea-48af-9ab2-d12b651d1548;1481792400000;6346
e0002f71-501c-4c5d-9781-1f331b847d0a;1481792400000;3639
dd8b912f-aed3-4acd-a759-3db03036e4f5;1481792400000;5581
6a61a674-fa32-44a2-8df1-c57f4c6cafbd;1481792400000;3756
87f29011-3fdf-441a-8913-92648a673069;1481792400000;4383
f33b807f-b129-4e0f-a1b5-e578b6f3157c;1481792400000;5462
e032cd2f-8bd1-48a7-8a3c-434b3c8684d2;1481792400000;3248
6b2ed6b5-15d2-43b2-b005-d5c29bf7178e;1481792400000;7586
c432e725-6bf7-4208-9b50-63a993a3de69;1481792400000;4536
869f4ed9-0b00-418e-8c04-7bd195761bbf;1481792400000;3935
f725e979-6b27-4695-9d93-aa1c30eebe87;1481792400000;6766
f5fbbd90-76be-4135-bd6f-3fdf7093dabc;1481792400000;5425
1abcede6-32fb-492d-8581-1a3a1f7f5854;1481792400000;4923
6a0c64e1-c403-42a3-8fe8-a1f9f8867e95;1481792400000;3264
e0c89270-24a8-450c-8024-0e9d713f8a5e;1481792400000;5185
3af8b2b2-7143-433d-a02f-54649f3f00bb;1481792400000;4260
e65035d5-9ffd-4546-9058-134d37069bce;1481792400000;6982
95807974-2292-458f-8e63-25ff4acd3f87;1481792400000;4252
db30aaa6-cfe7-4c12-9b59-b7fa35fddb50;1481792400000;4665
3088832b-706d-456e-8057-372f62dd31a8;1481792400000;6194
e93c8d9f-4d45-4268-93f5-467b0223a6cb;1481792400000;6124
6a8892c9-0403-46c6-b288-c09885ec79be;1481792400000;4300
cec182a0-c77e-4040-adcf-06edcd1f766d;1481792400000;3359
d21bac3b-d8c3-4842-b33a-07198ca013a8;1481792400000;7195
9da40a9d-a805-4532-a3c5-f9fda7b343b1;1481792400000;3297
1d00c5c5-7349-465e-b2f3-54dd4ee5d1a7;1481792400000;3673
392d7554-ed0f-49a1-be0a-8e43ef44b1f6;1481792400000;6829
7fe3514a-eff4-464a-abf6-d9a254a9dca1;1481792400000;5575
7948bf69-1fd0-48f4-bedc-7d1d1008071b;1481792400000;5852
ac59ad13-21e5-4e18-95cd-5e36c0c14baf;1481792400000;6421
628b6720-4905-4add-aa79-fd32f076d87f;1481792400000;5182
0ac97c9e-61e8-4d51-9298-00e875311ccd;1481792400000;6430
0c5b41a7-22ba-4f40-b37c-b004f9121428;1481792400000;6972
3c9b97cb-2900-44ec-9de3-c68e5cfbfd89;1481792400000;6788
bf29919d-eef2-4b8c-be7c-c54d45d849f2;1481792400000;4706
0aba78d6-6f29-4b67-8105-4ee0f360eaf2;1481792400000;3153
88f145c6-1453-42eb-bd81-4b6b27aaf19e;1481792400000;7275
69a4d3bc-f6fe-44d1-9616-2bcb8d1b4e15;1481792400000;6651
9c54dbe0-0a43-4307-a5af-7a5ea437bb10;1481792400000;5784
7f9a7fac-6948-4ccc-8de5-63c2b37fc181;1481792400000;7402
843dacc6-642d-4321-9a71-65cb4a05a216;1481792400000;6449
268655d1-43ef-4229-baf5-65539c6d741c;1481792400000;3427
49fb949d-6a75-4c49-90aa-48348535e8b5;1481792400000;3354
d4b607d1-fda6-4539-bf92-daf846c11fde;1481792400000;7096
e32efa40-3ae2-4ff3-b1ab-c93860507206;1481792400000;7856
ab3b7b65-3115-4851-bbf7-e8bb70cb1b44;1481792400000;3886
6e88a6a8-60c0-447f-ab26-7d6a02358284;1481792400000;6611
2ef7e29a-d83e-4ae5-a36a-001bf65d4e30;1481792400000;3087
ad51f8eb-ce62-408d-951b-d5b24c784b13;1481792400000;7074
eb6d8740-1121-42dc-96cb-f3b547d5e394;1481792400000;6118
b37c68be-2212-4cb8-b99b-0744c21d68d3;1481792400000;7029
a9a571cd-ccd5-46da-870c-f24786dad759;1481792400000;7265
ce677fcb-c1a7-4527-a104-54c536daa750;1481792400000;7066
9ca58758-50e6-4a91-b01c-24729f7ecb1e;1481792400000;4785
ebddcdf2-f7b9-4421-a34e-9cca09ed58d3;1481792400000;5368
d73ed50a-2a94-43f2-a9c1-c8ce9f16c205;1481792400000;7926
e481a8aa-3378-4e17-a04c-785eaed396d6;1481792400000;5106
d8e147a7-e95b-4f54-ae0c-4ed0605ca7aa;1481792400000;7817
2e855417-8b82-4cf4-9706-b90b9eaa5a40;1481792400000;3742
10812e3a-6110-44e1-8826-4f5009217a65;1481792400000;7228
0110a11a-ae54-438d-9534-56cb51e0e2a0;1481792400000;6410
d59b02c3-917a-4270-b5d2-9914e9ee5702;1481792400000;4466
0012378b-add6-4e74-91bb-c828a3383a31;1481792400000;4193
1d3aa2b4-5191-498b-9f84-1a9d99ffc885;1481792400000;4954
384dedfb-48ef-4622-bed2-9be48286a9b2;1481792400000;3501
7a1c0bd6-3874-412f-9177-9bf2d7dec7ed;1481792400000;5679
7ff3b061-8e56-4091-8857-43391c0dba69;1481792400000;3598
49fe8484-2dee-441d-a469-2a3a168fe177;1481792400000;3330
ff92fa37-c896-460b-80df-d67d43971f12;1481792400000;3921
3cfde2ff-7d4b-4620-9e32-9f1ef9c1434a;1481792400000;7848
5262df47-ddb0-415f-ab62-a4e0ed403425;1481792400000;5195
fa9dbb09-ccf9-4e4f-ad17-8d76d22d00df;1481792400000;7792
e7c38936-c3fe-4aaf-9f2d-a560c68525ab;1481792400000;7827
40b843f9-2228-4366-8451-6cc7cbb12261;1481792400000;5225
dcb9f658-61b4-431e-8193-5ef73bdfe6ca;1481792400000;6270
3b0fda70-1904-4524-9b39-aedbdeb97661;1481792400000;5967
cd688cbc-17b5-4b83-9286-9ebd2a73a515;1481792400000;3730
c52ba101-242e-4efe-b6d0-245686051667;1481792400000;5374
3f99ce35-3ec7-4203-97cd-a1b65df134f3;1481792400000;3797
